Voltage_V,Current_A,Motor Speed (RPM),temperature_C,vibration_g,Ambient Temp (°C),Humidity (%),Fault Label
0.583981228,0.041880569,0.636820451,0.159051357,0.449787357,0.902045507,0.749770664,2
0.750099182,0.361273867,0.208818011,0.350681284,0.475345644,0.523773449,0.05728144,1
0.806463409,0.118475786,0.621507352,0.262381684,0.101374955,0.697722232,0.018805354,0
0.756810984,0.844915927,0.974075255,0.131468126,0.210282702,0.523383818,0.860498948,0
0.948229503,0.837572291,0.609098727,0.313477761,0.270913733,0.75690592,0.347669326,0
0.943688212,0.28878822,0.116930674,0.38420689,0.796040238,0.993632667,0.105371973,1
0.772405237,0.521086071,0.572541048,0.217220594,0.351167298,0.148297862,0.086740051,0
0.824815907,0.609416423,0.671646234,0.234293023,0.099353914,0.215416232,0.779584121,0
0.817648941,0.321583145,0.64736675,0.020047274,0.204848487,0.485599108,0.342202299,0
0.769669257,0.726066679,0.801338457,0.009388165,0.081495712,0.972146504,0.226996674,0
0.863795092,0.977991826,0.475705012,0.342487209,0.318855849,0.660387354,0.677086964,0
0.889451078,0.557253848,0.923427124,0.028158147,0.005706546,0.760274077,0.452821224,0
0.547314139,0.061434039,0.65770436,0.490537306,0.123405207,0.412381233,0.552606288,2
0.858625681,0.352636609,0.408450053,0.2341179,0.853974748,0.689076976,0.335009676,1
0.833669505,0.827912145,0.710905141,0.568375887,0.269989894,0.232630634,0.351955499,0
0.7359476,0.16923103,0.751658341,0.63166583,0.270588296,0.935820643,0.30189216,3
0.911282945,0.513055179,0.285481752,0.168254347,0.597865452,0.400760484,0.430733344,1
0.81731762,0.345050242,0.201431138,0.473182034,0.828594299,0.049983521,0.633908578,1
0.987779247,0.821185652,0.127678539,0.491483068,0.109866148,0.77187121,0.16340069,0
0.603820409,0.152251831,0.699703931,0.100511008,0.429084273,0.986854835,0.05939047,2
0.831139731,0.916620649,0.658463474,0.123123801,0.355687538,0.091641263,0.154238146,0
0.524543904,0.291298782,0.645675962,0.211573276,0.23633504,0.333578343,0.98647902,2
0.95687062,0.114922543,0.890193563,0.051487981,0.160989322,0.129435735,0.548413675,0
0.850305488,0.346126945,0.150247687,0.415460496,0.775531012,0.625146706,0.527220526,1
0.561014165,0.075819354,0.70281298,0.063482685,0.03278705,0.510538644,0.730920991,2
0.754483574,0.821744761,0.422704829,0.280258038,0.135353704,0.669476745,0.639616352,0
0.840082743,0.513214367,0.197884174,0.562245804,0.33137812,0.693350893,0.049487234,0
0.787451149,0.385519986,0.111108889,0.216128872,0.614056961,0.385888568,0.473362651,1
0.775020621,0.592382539,0.383390357,0.318454796,0.907249544,0.371657841,0.524998176,1
0.839654664,0.759071779,0.443664322,0.479176644,0.146268964,0.644884025,0.761245709,0
0.824289396,0.672942496,0.81020186,0.047012449,0.188434804,0.323084234,0.539100639,0
0.632584529,0.01996172,0.258677812,0.352368937,0.131679296,0.148490414,0.022300175,2
0.790427431,0.79660368,0.829417986,0.083931969,0.298407728,0.949334567,0.315931996,0
0.891813668,0.461214423,0.20508303,0.232197528,0.697958767,0.988476127,0.486537268,1
0.867478805,0.668239753,0.242532637,0.325492973,0.572151683,0.167695804,0.877229858,1
0.0993766,0.502466452,0.188139674,0.481602498,0.098476226,0.044454634,0.827964405,3
0.785121424,0.751705999,0.170095249,0.426298108,0.135124234,0.938319006,0.052270905,0
0.818808752,0.181038468,0.767602396,0.46586132,0.296629139,0.216551048,0.286305144,0
0.628823486,0.270149517,0.713713935,0.234532434,0.213026435,0.370764993,0.488208481,2
0.987919245,0.601838831,0.323868492,0.253082687,0.044632977,0.710669297,0.48383938,0
0.836244703,0.572585414,0.656057162,0.265356251,0.252765691,0.540908921,0.310820956,0
0.994070532,0.778794178,0.308142701,0.064066608,0.260079351,0.972596808,0.463720812,0
0.846681748,0.759953607,0.136876254,0.065963938,0.047771551,0.1013488,0.676614004,0
0.560007083,0.325780276,0.413129841,0.216378743,0.260754862,0.163890945,0.579424885,2
0.728157442,0.260344722,0.177925107,0.875766582,0.269123071,0.18409381,0.131054165,3
0.547908858,0.149964363,0.670169838,0.305368687,0.013046715,0.777624463,0.217056305,2
0.819183092,0.327328196,0.882801852,0.401544086,0.355754215,0.126184997,0.319485266,0
0.994812794,0.627602909,0.098990641,0.015839827,0.121972639,0.976296852,0.204026578,0
0.952823633,0.380211938,0.230383353,0.072357431,0.144827256,0.862468592,0.367680452,0
0.058195521,0.344701427,0.548349808,0.967062657,0.262106769,0.801920333,0.095682569,3
0.938344417,0.745863996,0.156014728,0.394165932,0.663282094,0.258397833,0.028130784,1
0.650891315,0.210253335,0.693582573,0.091024977,0.106766482,0.35891671,0.766547932,2
0.550104289,0.165189059,0.683077531,0.484164301,0.143529768,0.696394803,0.921306352,2
0.974949415,0.726308678,0.607628534,0.445300315,0.357306906,0.55939027,0.945207512,0
0.61877069,0.211781529,0.483951662,0.517063226,0.415897579,0.696944852,0.607267111,2
0.394884258,0.33754641,0.557395099,0.775867492,0.203549545,0.624846641,0.023168444,3
0.881990211,0.655769743,0.202514063,0.325870215,0.479006514,0.600336227,0.806398711,1
0.899334693,0.595932507,0.012855747,0.185181512,0.591111054,0.719605917,0.754156064,1
0.537790355,0.091591038,0.19225019,0.207680033,0.232320202,0.404121592,0.431807204,2
0.1640766,0.375797967,0.129057409,0.67278224,0.167560943,0.426274956,0.849353134,3
0.799837855,0.260673915,0.358350103,0.196971197,0.249472825,0.851397474,0.222689381,0
0.811961203,0.539496828,0.104238321,0.444250585,0.629463086,0.329409557,0.706502924,1
0.945129517,0.58733563,0.961288448,0.418052129,0.265069503,0.861885892,0.187162423,0
0.957701264,0.203971267,0.462726427,0.332090804,0.011128534,0.440128188,0.592831224,0
0.790811839,0.432951591,0.377115954,0.445140697,0.481302298,0.299163073,0.533230305,1
0.827764378,0.342370436,0.387471376,0.153391276,0.967863365,0.566254467,0.312863988,1
0.833520335,0.398492317,0.574612675,0.109776375,0.036455317,0.040586426,0.137454382,0
0.878012846,0.570102844,0.449619152,0.141931172,0.71583557,0.868940527,0.048922512,1
0.830420501,0.752137062,0.197683069,0.593236651,0.506790246,0.525827545,0.520789135,1
0.954368046,0.350683231,0.954968329,0.139244138,0.22204142,0.291772014,0.239787426,0
0.248605988,0.155264598,0.827186325,0.895933992,0.211294685,0.523410747,0.024999954,3
0.414310979,0.114617185,0.487191566,0.784527759,0.142811794,0.365250549,0.973229985,3
0.751518436,0.887009156,0.608196336,0.57140812,0.04302654,0.359041704,0.039659442,0
0.776936101,0.395924539,0.241285705,0.098993353,0.86961993,0.712010652,0.944106439,1
0.79062173,0.494826287,0.118212495,0.153831573,0.171959074,0.820444083,0.865673321,0
0.770549654,0.653394183,0.413843102,0.635780408,0.459732636,0.221254135,0.108953664,1
0.6861492,0.130362028,0.07925135,0.108878781,0.238425536,0.65252585,0.908606154,2
0.628003378,0.333004744,0.602683861,0.009117093,0.383761601,0.86484649,0.037080358,2
0.685487866,0.248861188,0.09784752,0.058400035,0.152351102,0.302012385,0.785008195,2
0.936392845,0.42454001,0.597852422,0.137173875,0.075718729,0.882518166,0.293666334,0
0.571809445,0.137647389,0.258442166,0.376477866,0.171195086,0.172227053,0.260257976,2
0.878089451,0.42677601,0.177750168,0.242441002,0.045262332,0.025754099,0.479430172,0
0.558639589,0.137824847,0.182998257,0.451707966,0.268281402,0.443027906,0.805948907,2
0.510247832,0.293635652,0.088616792,0.512404947,0.067834623,0.137552184,0.475588502,2
0.599275485,0.15459631,0.25585512,0.02925448,0.03737496,0.659121436,0.795774223,2
0.684251792,0.243544158,0.415516874,0.00616891,0.364571436,0.313596931,0.17868567,2
0.655642006,0.233589291,0.293329736,0.828059258,0.011336704,0.943511629,0.320252318,3
0.148812264,0.528112998,0.067936482,0.533956182,0.049728066,0.59204165,0.974071423,3
0.687124219,0.093683348,0.397130793,0.354979256,0.352748691,0.231016802,0.225392307,2
0.949893558,0.707620166,0.768487486,0.420436307,0.182049048,0.310163237,0.276004565,0
0.845675368,0.729458301,0.854403934,0.44425336,0.210333829,0.228543895,0.149964139,0
0.913592634,0.570967219,0.99608143,0.372014873,0.337151612,0.93265319,0.919408478,0
0.575543811,0.115901478,0.302645864,0.419649682,0.121354402,0.268197083,0.997453363,2
0.7893726,0.413373167,0.251370689,0.384353654,0.768497101,0.761237784,0.004911806,1
0.4078615,0.12892308,0.108310399,0.574907245,0.173583292,0.426628935,0.605672983,3
0.854545346,0.936177503,0.585634547,0.444683422,0.238976931,0.341122109,0.445753062,0
0.799586678,0.293024653,0.404560767,0.085205237,0.891354255,0.623442452,0.375237632,1
0.303392131,0.464864478,0.81086263,0.822380468,0.08731171,0.117738958,0.995814859,3
0.24480108,0.204391105,0.788188834,0.456446128,0.006126835,0.657040688,0.595088895,3
0.551893741,0.139241248,0.229290397,0.49465874,0.169280227,0.187702199,0.346261471,3
0.538218681,0.255202819,0.419816466,0.452093392,0.052684073,0.332248706,0.145461013,2
0.596060997,0.294601394,0.404166132,0.228520882,0.35452775,0.09092069,0.651866772,2
0.409574587,0.269723755,0.73226595,0.634362206,0.18608652,0.884026308,0.454698927,3
0.587232549,0.212830056,0.255235954,0.324446674,0.095094428,0.182859886,0.531822324,2
0.759745893,0.762340671,0.858934067,0.265787032,0.353204847,0.392093987,0.946881148,0
0.632261952,0.030561737,0.35671469,0.045535226,0.372652256,0.282283432,0.992685221,2
0.677504926,0.271828224,0.345111138,0.295014437,0.075530682,0.91050788,0.719004781,2
0.801722309,0.599876441,0.582756853,0.275144696,0.187193453,0.937473637,0.67844077,0
0.752187611,0.551143074,0.915245666,0.179057779,0.28782139,0.406013876,0.840251104,0
0.977357729,0.641151356,0.483538337,0.443180464,0.217750483,0.184284899,0.829171901,0
0.809136474,0.730605741,0.388912835,0.488121687,0.601856397,0.658067053,0.882608212,1
0.357583103,0.451930814,0.80263433,0.640451188,0.184224696,0.558772024,0.517158145,3
0.543358289,0.063182517,0.561100662,0.382387834,0.408292862,0.960465667,0.56374118,2
0.849936056,0.742410131,0.120371371,0.072484984,0.856852257,0.085974022,0.097359405,1
0.788419469,0.950426187,0.678751647,0.090599514,0.194621349,0.711679622,0.83507176,0
0.947042408,0.318856344,0.185628606,0.200255709,0.51010363,0.34835252,0.700548748,1
0.52626341,0.138667347,0.837646678,0.971889419,0.020949868,0.058733035,0.02313857,3
0.766271483,0.223822032,0.929352377,0.334011804,0.277515162,0.329374992,0.792880196,0
0.902976443,0.704207043,0.231716575,0.155659267,0.119133679,0.075755166,0.951559187,0
0.920658794,0.404807119,0.548345907,0.165588856,0.020686797,0.383665886,0.108908402,0
0.431396334,0.505983573,0.068567207,0.825060249,0.148189678,0.573776391,0.438983484,3
0.792025772,0.435343648,0.381551923,0.439094001,0.655026021,0.490767686,0.447752137,1
0.587290975,0.250737226,0.171269077,0.307846774,0.343549103,0.484362654,0.878827128,2
0.792867943,0.457366449,0.470800234,0.23220581,0.006903546,0.727674487,0.335353027,0
0.80403792,0.521029172,0.493721344,0.276743436,0.231478805,0.73825497,0.904373665,0
0.761325763,0.757617364,0.655386173,0.348777784,0.03771107,0.806011766,0.455696579,0
0.835174019,0.749643322,0.114211809,0.525917664,0.013295559,0.365279371,0.61956879,0
0.851112471,0.577695484,0.459284934,0.566007965,0.809248467,0.736475999,0.58109358,1
0.798607143,0.114451796,0.6681241,0.311726292,0.239101181,0.618380036,0.457189567,0
0.994843768,0.157263539,0.639769724,0.554899375,0.340218843,0.980418513,0.499919397,0
0.803195268,0.998369805,0.961197486,0.125388237,0.016537768,0.074230007,0.103654717,0
0.999959984,0.301141481,0.703048299,0.395252036,0.10406703,0.078473379,0.239446033,0
0.833752007,0.332483946,0.845919113,0.347785651,0.270165563,0.690250928,0.884367621,0
0.59749297,0.259057229,0.473203456,0.200247422,0.277666014,0.894912612,0.408726422,2
0.881920138,0.295005032,0.764630555,0.087925777,0.300736147,0.841466772,0.521772376,0
0.422860408,0.504428608,0.37209371,0.586721,0.130292814,0.811429483,0.359269197,3
0.826790669,0.853906985,0.849224088,0.388719736,0.309311392,0.906528995,0.579669701,0
0.794458054,0.194256417,0.87750879,0.184636009,0.107911898,0.943642229,0.755669756,0
0.585371398,0.242626621,0.501076971,0.469897936,0.147059186,0.362792103,0.619342305,2
0.761236243,0.607479774,0.558285426,0.135052289,0.331950351,0.512629788,0.579072757,0
0.538204111,0.106512008,0.215168228,0.276357617,0.162411501,0.781799479,0.280567031,2
0.90814801,0.598934702,0.430045897,0.411727431,0.661466211,0.676936657,0.647787368,1
0.820135047,0.180412504,0.449563506,0.462775748,0.306339499,0.824305991,0.51800458,0
0.905446721,0.725072506,0.091063324,0.4388408,0.510627027,0.67067557,0.844115237,1
0.585891755,0.066388687,0.537451442,0.14624084,0.326828087,0.383444479,0.056860621,2
0.762927759,0.568083715,0.70396592,0.174719993,0.12977398,0.467193761,0.314871287,0
0.91140179,0.255631481,0.823137957,0.310763885,0.31648521,0.262730916,0.882161742,0
0.978823245,0.805237287,0.644033169,0.526829321,0.0428687,0.401018863,0.944966533,0
0.844916775,0.742456029,0.896266611,0.541210755,0.173392275,0.036210058,0.51444313,0
0.845121034,0.586167823,0.109568731,0.4869945,0.729663079,0.134963682,0.069657522,1
0.931372908,0.456087845,0.167770776,0.379586726,0.185803793,0.260856217,0.534702557,0
0.907975478,0.154887427,0.942275896,0.395459503,0.226906624,0.603143377,0.05281005,0
0.464473309,0.267695199,0.36787238,0.778414619,0.194692366,0.850442628,0.049796934,3
0.609150078,0.045950671,0.638024694,0.050279107,0.187268046,0.719668328,0.297050089,2
0.763044622,0.512348855,0.277862103,0.442998657,0.728529034,0.411945335,0.633613687,1
0.80306597,0.559957884,0.364135368,0.514246088,0.067072116,0.086909677,0.362351715,0
0.616970489,0.022469975,0.178930957,0.231281673,0.32587624,0.435766816,0.005982589,2
0.616914153,0.151910475,0.276596631,0.333067671,0.225186123,0.061538895,0.901836424,2
0.765482738,0.285759064,0.370241035,0.093331719,0.230553084,0.491477358,0.684559646,0
0.517224014,0.193019839,0.188608618,0.335170083,0.444107127,0.415999381,0.850749432,2
0.892422483,0.369461598,0.359293939,0.232745472,0.474112889,0.141126735,0.839669699,1
0.502663744,0.00445709,0.083722642,0.355459816,0.299586346,0.190139009,0.988400096,2
0.662978629,0.302306543,0.718035459,0.368956837,0.006009445,0.308123729,0.86218623,2
0.881850635,0.255290223,0.172431674,0.139127181,0.13660543,0.263593784,0.361278855,0
0.796956723,0.114297059,0.902805988,0.206905179,0.015066579,0.77824982,0.137816784,0
0.906461052,0.416514814,0.423215817,0.615776449,0.857266419,0.025481125,0.301248487,1
0.993739529,0.115780463,0.972906992,0.512046406,0.172784207,0.463958107,0.712451325,0
0.564096917,0.318480364,0.43168999,0.564363492,0.270336738,0.406085164,0.867050012,2
0.584385946,0.243934097,0.52459284,0.288042332,0.270627749,0.996173698,0.713618569,2
0.604334147,0.322168869,0.630828304,0.273546218,0.144801641,0.423600119,0.863861524,2
0.086610003,0.388343164,0.575587424,0.494186917,0.265415574,0.583737024,0.503438121,3
0.832966424,0.737952052,0.048189916,0.531297408,0.473606518,0.982942507,0.571037311,1
0.94234228,0.94040944,0.273316865,0.035566625,0.216356765,0.078671341,0.970419959,0
0.956307102,0.792592108,0.454916566,0.147999976,0.032451161,0.813995208,0.860925871,0
0.500594832,0.250544891,0.289611398,0.290365575,0.033467935,0.416265356,0.345169393,2
0.845939219,0.319214952,0.164981089,0.565530746,0.345861824,0.143896806,0.958297177,0
0.801173351,0.665291548,0.205619485,0.351691163,0.072181298,0.490998647,0.535587579,0
0.502249686,0.184702196,0.593729637,0.319029175,0.075516148,0.851826363,0.846417123,2
0.877353603,0.411090608,0.246177764,0.01838813,0.234425335,0.45299377,0.428403304,0
0.756026536,0.561203372,0.427225449,0.08669345,0.273910265,0.549026861,0.063391251,0
0.80097483,0.487149341,0.831010667,0.54088312,0.25914836,0.734413267,0.874144066,0
0.621824674,0.056179121,0.712006807,0.453756575,0.004245462,0.739735235,0.486717245,2
0.976959711,0.329836076,0.469514201,0.220088925,0.171066268,0.488334106,0.723576693,0
0.63435521,0.224859395,0.210904547,0.866302616,0.195472544,0.144760634,0.991033506,3
0.699664082,0.154145744,0.539110536,0.761374812,0.221493957,0.087915874,0.018657316,3
0.90212968,0.64531111,0.215551039,0.528764629,0.830291945,0.307222086,0.439064058,1
0.535012357,0.160324031,0.668902357,0.451213217,0.293845203,0.092794257,0.899099604,2
0.940650165,0.335917456,0.615052947,0.361164359,0.338677107,0.08953617,0.389327796,0
0.594949142,0.465751578,0.798842627,0.47816569,0.217001147,0.784013371,0.528177483,3
0.816719291,0.807583712,0.085274877,0.273566687,0.219446221,0.281268621,0.737858815,0
0.294903632,0.3019884,0.580773751,0.979739904,0.243374474,0.757860111,0.866442482,3
0.91590176,0.24405356,0.9934722,0.002238869,0.022957087,0.627197823,0.734565451,0
0.913075255,0.131886306,0.726711094,0.207136059,0.339415935,0.013268041,0.223009606,0
0.926684704,0.498455942,0.443396233,0.474781932,0.245052284,0.259190224,0.365536655,0
0.794735655,0.536108637,0.239546044,0.317805987,0.476365427,0.553231905,0.413436768,1
0.677038475,0.0355687,0.25656356,0.102610319,0.356424438,0.588138019,0.099443439,2
0.750516475,0.68517679,0.39562662,0.230688902,0.656939667,0.87591309,0.266269439,1
0.515248458,0.185883243,0.603622036,0.232407464,0.445958548,0.703282755,0.493865141,2
0.932407677,0.138676992,0.9504963,0.552691792,0.255444348,0.862056849,0.366942862,0
0.815536886,0.688284377,0.385858552,0.179615381,0.804756656,0.462726716,0.221125522,1
0.663836162,0.040527082,0.373601752,0.492233647,0.10031061,0.590968528,0.529850621,2
0.934407114,0.432597164,0.861829253,0.14746376,0.214126954,0.303397257,0.508183452,0
0.648770512,0.26917777,0.812921611,0.530392202,0.116389925,0.141940049,0.216528162,3
0.967065283,0.330146036,0.283942211,0.57099558,0.243140664,0.956220903,0.497290754,0
0.992547807,0.891479635,0.461400972,0.303276242,0.156801078,0.031701994,0.479732358,0
0.022987775,0.28812798,0.538828054,0.462739844,0.154861327,0.24642033,0.916619794,3
0.778919598,0.334898676,0.137409792,0.337505042,0.560047176,0.840571158,0.687085793,1
0.992854084,0.94095132,0.719098488,0.443409819,0.110929756,0.915653898,0.158761086,0
0.273629077,0.445058199,0.169046166,0.993177758,0.097630596,0.918218851,0.247651854,3
0.90017433,0.889273453,0.431273211,0.233547949,0.208023704,0.06192013,0.057223686,0
0.828016336,0.464035309,0.585304179,0.040505284,0.287153529,0.849488002,0.703062579,0
0.833484627,0.797871739,0.66284176,0.500697162,0.0916389,0.288254472,0.415162047,0
0.930733206,0.451735714,0.155606406,0.327641892,0.052253756,0.754252563,0.410928303,0
0.871663596,0.631686544,0.414082701,0.16660589,0.83989,0.296055877,0.499377092,1
0.625413148,0.041825399,0.374447567,0.188589555,0.076149887,0.679496027,0.111997426,2
0.759021149,0.268662432,0.116369166,0.192951988,0.638042046,0.349644469,0.286607447,1
0.799989894,0.89482504,0.076853795,0.186096746,0.100220042,0.600580206,0.134720496,0
0.752459907,0.446031131,0.353587926,0.576635176,0.801538545,0.854899221,0.352947164,1
0.910236198,0.578260554,0.650802841,0.348744179,0.313011353,0.781532711,0.233773849,0
0.892083931,0.532892875,0.743480489,0.536554236,0.31357152,0.945578266,0.572846311,0
0.378975172,0.173136603,0.37619814,0.719282169,0.067374827,0.070012524,0.919485955,3
0.853021107,0.523782728,0.405806129,0.515811501,0.986197454,0.079389104,0.405071484,1
0.920848849,0.22504837,0.164546295,0.167861745,0.458129627,0.139643875,0.76016326,1
0.89121655,0.12880898,0.82656025,0.013708538,0.320792907,0.914578031,0.607476772,0
0.525401463,0.013155277,0.392167219,0.025466221,0.276535421,0.578117723,0.349822802,2
0.984682065,0.724568516,0.15627348,0.257997776,0.363191774,0.398161106,0.898032716,0
0.525135905,0.195309325,0.542277696,0.130121073,0.236578392,0.717230473,0.275243543,2
0.915905207,0.239395554,0.506552942,0.53370259,0.319065107,0.534799819,0.099068679,0
0.942943577,0.569924802,0.160849474,0.070338217,0.23761146,0.730428208,0.285425962,0
0.426308614,0.261594599,0.609221368,0.704150788,0.023282899,0.664883869,0.969302314,3
0.56882639,0.317021516,0.782039643,0.815653842,0.18413709,0.347818644,0.069561887,3
0.639652855,0.009601816,0.099830501,0.085166243,0.330700237,0.132923209,0.48345929,2
0.840219591,0.175271195,0.879173411,0.535928068,0.165551494,0.090506657,0.929612841,0
0.958689106,0.781351994,0.764970845,0.456527363,0.065708396,0.430519662,0.693861429,0
0.806976406,0.787880015,0.633131516,0.541072672,0.160089251,0.677901615,0.385970974,0
0.939296722,0.495124744,0.679727458,0.378797862,0.110137762,0.620742756,0.164447924,0
0.768460047,0.684191853,0.745484674,0.547253066,0.001066219,0.382811241,0.151416332,0
0.784536095,0.584192866,0.256560273,0.145839727,0.29462793,0.897197788,0.804768988,0
0.846199629,0.459208582,0.287457326,0.431923078,0.526088964,0.785615062,0.100094135,1
0.794829765,0.334235178,0.400758229,0.356170436,0.53408315,0.532582593,0.270819063,1
0.774998948,0.380934906,0.289317643,0.249125818,0.013279581,0.480086372,0.449428572,0
0.847266975,0.473732918,0.109641604,0.073548223,0.605782997,0.956598517,0.77619257,1
0.64108064,0.315856951,0.65644584,0.491846804,0.079498147,0.973513738,0.525470642,2
0.877606343,0.211420616,0.54854689,0.311575903,0.303607263,0.923125708,0.365836781,0
0.507315248,0.286923486,0.459867224,0.224181449,0.312209606,0.665576031,0.209995128,2
0.914481348,0.349444963,0.380492406,0.398525839,0.209111412,0.349527993,0.523211581,0
0.445021196,0.259100653,0.728079197,0.711704858,0.197031776,0.585500297,0.93008474,3
0.776051809,0.530622823,0.274191217,0.371940458,0.354530295,0.223688075,0.778413982,0
0.961265518,0.5111953,0.515609807,0.201829015,0.150260505,0.992962517,0.279235732,0
0.853501196,0.300259636,0.080670069,0.620000615,0.994650414,0.680300615,0.166551061,1
0.963114743,0.594767419,0.26447575,0.435017217,0.325258088,0.133901183,0.090264158,0
0.647252603,0.022636286,0.407648103,0.245630988,0.078126554,0.226748794,0.688350472,2
0.77571895,0.328053339,0.226810291,0.355933626,0.267902657,0.513377235,0.930035415,0
0.623147401,0.200730708,0.362294414,0.278990261,0.11884687,0.323277129,0.526523787,2
0.890986023,0.950009964,0.840921629,0.286141622,0.272311868,0.350109789,0.548685007,0
0.606314194,0.284523547,0.712501659,0.498458355,0.068234866,0.54540223,0.249625939,2
0.598657707,0.197950336,0.607024804,0.473206938,0.393125606,0.52268322,0.404102833,2
0.98816027,0.28796076,0.238712272,0.336500606,0.181083109,0.966715698,0.841682165,0
0.635190356,0.258596871,0.127667302,0.337782232,0.012660772,0.262613085,0.501640314,2
0.851114405,0.660448347,0.570701798,0.508212343,0.157677082,0.747273297,0.259361202,0
0.831303428,0.419667271,0.362142028,0.250523906,0.243246117,0.10874876,0.802087222,0
0.852823307,0.738648305,0.45348805,0.550308919,0.57646525,0.324867062,0.894849367,1
0.58130895,0.203311404,0.497436319,0.252941759,0.347445416,0.059636814,0.640616698,2
0.932593027,0.831266964,0.825884584,0.155078885,0.033206036,0.801443018,0.280253628,0
0.812094444,0.98504309,0.566845522,0.426210345,0.232634368,0.346633276,0.857086429,0
0.914697093,0.526110786,0.84790419,0.403947126,0.186170716,0.219324965,0.591133151,0
0.84791628,0.182009197,0.597692243,0.233083322,0.133637629,0.616659891,0.583112345,0
0.858178454,0.85974555,0.875870381,0.154203705,0.045464437,0.899505913,0.348392714,0
0.569304625,0.207239794,0.224019614,0.51489804,0.066810384,0.374062185,0.437570736,3
0.455262131,0.483063439,0.752639072,0.518546294,0.170234791,0.922787562,0.123103742,3
0.987914272,0.408196137,0.234748425,0.091310458,0.203843008,0.791857835,0.900112192,0
0.872351355,0.336238978,0.399742384,0.217134943,0.056911879,0.062957944,0.109925024,0
0.768012546,0.671887543,0.638920703,0.526497845,0.296013877,0.716161424,0.011814015,0
0.657948686,0.073525176,0.568348419,0.230455182,0.1899641,0.585203253,0.211512677,2
0.883240999,0.331448284,0.259235125,0.132653523,0.031896807,0.530914877,0.020342216,0
0.886123839,0.296619108,0.616063207,0.257844866,0.061616615,0.546529684,0.345123072,0
0.809724684,0.165748045,0.563498024,0.483591422,0.144617031,0.568919622,0.794614174,0
0.498214022,0.308779676,0.731152475,0.82425589,0.102269504,0.166397681,0.756333498,3
0.380272107,0.165521869,0.252698023,0.459744277,0.205480029,0.113039869,0.700526418,3
0.947332253,0.667495013,0.993262484,0.111545793,0.003682622,0.852933424,0.095870255,0
0.8054486,0.544981113,0.936835523,0.127648922,0.090943276,0.609144349,0.766524008,0
0.866566547,0.346765866,0.586957922,0.217981985,0.161822439,0.372729659,0.702740702,0
0.823338342,0.900606857,0.65063524,0.05134776,0.266008899,0.465799804,0.686219184,0
0.850845273,0.246551714,0.260325278,0.184390494,0.669309246,0.960579283,0.738784947,1
0.793774393,0.838890958,0.174301259,0.276204977,0.230401828,0.403781355,0.919442702,0
0.880040535,0.342330562,0.472956526,0.28067418,0.204131128,0.25198532,0.458595698,0
0.898794864,0.406020379,0.127940369,0.175286928,0.523275701,0.817116334,0.023540267,1
0.651842322,0.276643498,0.349115998,0.011879409,0.330099413,0.022319573,0.075751001,2
0.894183621,0.962049943,0.073168256,0.00545957,0.060847345,0.099526804,0.859922726,0
0.610649813,0.294627069,0.423567092,0.174355822,0.117822869,0.992541574,0.297350163,2
0.927151565,0.601785021,0.347925676,0.301221248,0.672260698,0.20153319,0.302880842,1
0.922998857,0.305619602,0.375678835,0.306030948,0.017200664,0.007163848,0.287997859,0
0.796267721,0.877020729,0.50757284,0.058522889,0.100416261,0.093948244,0.807224473,0
0.167909533,0.363951885,0.264098585,0.611997253,0.18050992,0.267264148,0.628742071,3
0.64922628,0.074664076,0.417596641,0.407442096,0.338351864,0.898319381,0.253315577,2
0.844241978,0.714514794,0.353949537,0.536290517,0.197484915,0.279871977,0.538576072,0
0.404771113,0.421115925,0.692882535,0.592868529,0.224444242,0.347428029,0.167645252,3
0.800415947,0.223231348,0.897433632,0.390148099,0.112988597,0.599491486,0.477451383,0
0.981655388,0.840861677,0.470391495,0.537890555,0.319726999,0.445034124,0.628283471,0
0.699054948,0.347018034,0.471909465,0.452151518,0.238434304,0.029704878,0.09721769,3
0.758200386,0.386103663,0.308607186,0.241758333,0.503813703,0.315584753,0.641552281,1
0.690711704,0.127696033,0.556960909,0.431737663,0.182892663,0.212040225,0.999617705,3
0.822123056,0.509468873,0.970170004,0.48710169,0.10211699,0.694520719,0.938903503,0
0.53715495,0.043868405,0.733092944,0.031835843,0.316074374,0.780621717,0.101742791,2
0.856673982,0.268302387,0.445978468,0.470874275,0.919547113,0.875302382,0.87264468,1
0.767009684,0.730060178,0.170321965,0.547344035,0.578982483,0.705535088,0.986119722,1
0.657539537,0.04826489,0.456774609,0.182517492,0.373238337,0.461498594,0.904916729,2
0.863069197,0.35787253,0.948670077,0.11070121,0.222861945,0.848095378,0.945364226,0
0.775001411,0.396140154,0.152777783,0.604134911,0.860847017,0.945126485,0.21240004,1
0.573799268,0.285322894,0.590091625,0.94047411,0.047658312,0.915109337,0.787605262,3
0.812157473,0.132368796,0.087173106,0.148893116,0.363430935,0.251704281,0.083555925,0
0.958156503,0.587180744,0.932772006,0.562555724,0.049404982,0.670923399,0.950080301,0
0.834607345,0.279122019,0.103779856,0.072404697,0.772612577,0.868046541,0.645309855,1
0.164920057,0.409307659,0.360667761,0.555943737,0.082789897,0.624236922,0.320437131,3
0.873577547,0.447975197,0.207623666,0.546328858,0.83994285,0.780672206,0.682353455,1
0.836457641,0.354442649,0.95004596,0.205715155,0.301626047,0.195974158,0.136393031,0
